#Selection name: Selection 4
#Area (µm^2): 3190188.54
Cell ID,Cluster,Transcripts,Area (µm^2)
hhnhnjdb-1,Cluster 2,0,53.83
hhnkbill-1,Cluster 2,1,57.08
hglccgjb-1,Cluster 2,0,66.92
hhnknifj-1,Cluster 2,1,38.65
hglahlea-1,Cluster 2,0,76.22
hhnlnlhd-1,Cluster 2,0,38.02
hhnnackf-1,Cluster 2,0,57.03
hhnooeff-1,Cluster 2,0,62.18
hhnnmeaj-1,Cluster 2,0,74.78
hhnggbjb-1,Cluster 1,0,114.65
hicdphdg-1,Cluster 2,1,50.44
hhnfkmje-1,Cluster 2,1,45.34
gmflmonb-1,Cluster 2,1,61.46
hibooaal-1,Cluster 2,1,49.85
hicaepcc-1,Cluster 2,1,47.01
hicgghjb-1,Cluster 2,0,124.00
hibnkdjn-1,Cluster 2,0,56.72
hibncjck-1,Cluster 2,0,39.96
hicbnggk-1,Cluster 2,1,37.25
hicaedhj-1,Cluster 2,1,60.19
hhnechdf-1,Cluster 2,0,73.60
hibpbplp-1,Cluster 2,1,33.19
hiblhbji-1,Cluster 2,2,54.46
hifhekfj-1,Cluster 2,0,42.54
hicangck-1,Cluster 2,0,74.24
hhmmfihe-1,Cluster 2,0,59.38
hicibgkk-1,Cluster 2,0,34.23
hicnipmi-1,Cluster 2,0,64.84
hifilmbf-1,Cluster 2,0,19.15
gmjoodcf-1,Cluster 1,0,61.55
gmkfplcf-1,Cluster 1,0,140.17
gncaoife-1,Cluster 1,0,188.21
gmjpgcna-1,Cluster 1,0,101.92
gmfioegn-1,Cluster 2,1,15.85
gmkhfnbj-1,Cluster 1,2,187.76
gndamnmn-1,Cluster 1,1,25.15
gmkiaamj-1,Cluster 1,0,73.60
gmkjfmpn-1,Cluster 1,0,46.83
gmklknkc-1,Cluster 1,1,118.85
odibppgp-1,Cluster 2,2,287.33
gmknmgbd-1,Cluster 1,2,104.63
gmfpgnhj-1,Cluster 2,0,50.26
gndcfeki-1,Cluster 1,1,124.72
gmjnhphj-1,Cluster 1,2,156.01
gndaoihg-1,Cluster 1,1,104.54
gmjocdjd-1,Cluster 1,0,97.67
gmjojhnc-1,Cluster 1,2,253.15
gndcceld-1,Cluster 1,0,120.93
gmkbdkpi-1,Cluster 1,1,88.64
gmmlnekh-1,Cluster 1,2,134.16
gmpjdmad-1,Cluster 1,0,73.79
gmmmdiic-1,Cluster 1,0,152.90
gmffcfnj-1,Cluster 2,0,31.88
gmjpgdni-1,Cluster 1,3,194.85
gmffgmcp-1,Cluster 2,1,60.24
gmpimdin-1,Cluster 1,1,58.34
gmpoeenl-1,Cluster 1,0,84.85
gnaefnde-1,Cluster 1,1,108.01
glpaeljp-1,Cluster 2,0,54.14
gmphniio-1,Cluster 1,0,85.53
gmpkoakc-1,Cluster 1,0,72.11
gnbbhclp-1,Cluster 1,1,118.72
gmkbclhd-1,Cluster 1,1,77.44
gmfgjhmj-1,Cluster 2,0,44.43
gncjcdjj-1,Cluster 1,0,150.28
gmkdnefg-1,Cluster 1,1,188.75
gmpfnjlf-1,Cluster 1,0,32.24
gmmkfffm-1,Cluster 1,0,116.32
gnaginjn-1,Cluster 1,1,18.92
gnchmnlm-1,Cluster 1,2,90.45
gnckamcg-1,Cluster 1,0,123.46
gmjppghd-1,Cluster 1,0,68.73
gmjpmdmn-1,Cluster 1,1,167.35
gnainfjm-1,Cluster 1,1,63.17
gnaocjdc-1,Cluster 1,2,95.37
gnjgpadh-1,Cluster 1,0,222.39
gnahadma-1,Cluster 1,1,28.85
gnacello-1,Cluster 1,1,138.04
gnabbcch-1,Cluster 1,2,116.77
gncfjcce-1,Cluster 1,2,86.20
gmpaplgh-1,Cluster 1,1,122.92
gnckcglg-1,Cluster 1,0,99.43
gnclfmag-1,Cluster 1,1,148.61
gmplfmem-1,Cluster 1,0,31.79
gncemdid-1,Cluster 1,2,32.92
gmjlenho-1,Cluster 2,0,19.96
gmkficpb-1,Cluster 1,2,131.18
odikjgbd-1,Cluster 2,0,151.09
gmpdoafi-1,Cluster 1,0,43.49
gmjbhden-1,Cluster 2,0,76.81
gndabkbm-1,Cluster 1,2,192.23
gmngobdj-1,Cluster 1,2,170.69
gmnhhpen-1,Cluster 1,0,98.80
glphpefh-1,Cluster 1,1,44.61
gloognme-1,Cluster 1,0,108.56
gmbapnce-1,Cluster 1,0,112.30
gndngdbf-1,Cluster 2,0,65.48
gmaddggi-1,Cluster 1,0,75.00
gmocokof-1,Cluster 2,0,75.64
glpdoghm-1,Cluster 1,0,158.54
glpffncj-1,Cluster 1,1,104.90
gmabgfpg-1,Cluster 1,0,40.91
glpkdoca-1,Cluster 1,2,119.71
gmaebddo-1,Cluster 1,0,41.09
gmadimdp-1,Cluster 1,4,171.64
gmofjamf-1,Cluster 1,1,148.56
gmaabime-1,Cluster 1,6,121.88
glpkflce-1,Cluster 1,1,73.11
glpmcnec-1,Cluster 1,3,94.06
glpipdgc-1,Cluster 1,0,147.53
glpkldmf-1,Cluster 1,0,110.59
glphpeng-1,Cluster 1,0,57.30
gmapjacp-1,Cluster 1,1,160.12
gmbckmpf-1,Cluster 1,2,137.46
glpfiaag-1,Cluster 1,2,183.88
gmahgafc-1,Cluster 1,1,187.90
gmafkgme-1,Cluster 1,1,71.62
gmofkecg-1,Cluster 1,0,75.32
gmaednbj-1,Cluster 1,2,139.71
glplliel-1,Cluster 1,1,37.84
gmohgfke-1,Cluster 1,2,54.55
gmocpkfk-1,Cluster 1,5,74.55
odifhdeh-1,Cluster 2,0,29.85
gmodkkba-1,Cluster 1,1,176.06
gmoemhih-1,Cluster 1,2,154.89
gmoegjdb-1,Cluster 1,0,59.56
gmaaemci-1,Cluster 2,0,66.33
gmoedepe-1,Cluster 1,1,119.17
gmbdjhnd-1,Cluster 1,0,145.72
gmacbdpn-1,Cluster 2,0,47.05
gmoekjfo-1,Cluster 1,4,172.32
gmnhaoeb-1,Cluster 1,2,92.39
gmnkcjmn-1,Cluster 1,1,76.13
gmnoeldc-1,Cluster 1,0,182.97
gmnhlfen-1,Cluster 1,0,173.85
gncbelep-1,Cluster 2,0,44.89
gmnligkk-1,Cluster 1,1,73.74
gmeopdff-1,Cluster 1,1,99.98
gmnlfbki-1,Cluster 1,1,225.33
gmoclgfm-1,Cluster 1,1,169.61
gmoaaejl-1,Cluster 1,4,169.16
gmfbnpom-1,Cluster 1,0,37.93
gncdgekl-1,Cluster 1,0,111.67
gmnmopep-1,Cluster 1,1,117.86
gmnnkind-1,Cluster 1,2,198.37
glpaiihd-1,Cluster 1,0,202.66
gmjmlnlh-1,Cluster 1,1,137.18
gmnjflnh-1,Cluster 1,1,58.16
glpgcndf-1,Cluster 1,1,43.08
gmnjnndg-1,Cluster 1,0,93.38
gmfemdfd-1,Cluster 1,0,203.16
mhmbangk-1,Cluster 2,0,65.07
hbfbnklc-1,Cluster 1,0,105.94
gngejcng-1,Cluster 1,1,189.57
hbgolknd-1,Cluster 1,1,99.98
gnfpoaid-1,Cluster 1,1,148.84
aanigocf-1,Cluster 1,0,32.60
hbgfpkli-1,Cluster 1,0,137.95
hbhbdmhe-1,Cluster 1,2,102.19
gngglobm-1,Cluster 1,0,36.17
hbgfjboi-1,Cluster 1,0,120.57
gnghfkad-1,Cluster 1,1,66.20
gnfgdphb-1,Cluster 1,0,23.53
hbgildno-1,Cluster 1,2,138.00
gngbhfli-1,Cluster 1,1,110.00
gngbimba-1,Cluster 1,2,173.63
gneflnhb-1,Cluster 1,1,24.16
gnfcnmbe-1,Cluster 1,1,103.86
gnehbnfk-1,Cluster 1,0,104.04
gnfcolfm-1,Cluster 1,2,130.19
hbgopngk-1,Cluster 1,2,192.46
hbgdidam-1,Cluster 1,0,168.16
gneihhhg-1,Cluster 1,0,36.08
gneipmfm-1,Cluster 1,0,17.79
gnelklff-1,Cluster 1,0,34.36
hbhcjmdc-1,Cluster 1,0,12.78
gnfdblid-1,Cluster 1,0,120.61
gnfebpbf-1,Cluster 1,1,97.18
hbfbbdej-1,Cluster 1,0,112.48
hbfeicem-1,Cluster 1,3,181.71
gnlkhkbl-1,Cluster 2,0,15.08
gnljgonp-1,Cluster 2,0,61.19
hbgicbgg-1,Cluster 1,3,152.54
hbgigkci-1,Cluster 1,0,160.71
hekcejco-1,Cluster 1,0,55.23
hbgikdbc-1,Cluster 1,2,189.52
gnffppom-1,Cluster 1,1,18.97
gnfgbfbj-1,Cluster 1,0,91.98
hbgjiagi-1,Cluster 1,2,120.57
gnfojanh-1,Cluster 1,1,76.63
gnfoledl-1,Cluster 1,0,62.59
hekfphmh-1,Cluster 1,2,270.80
gnfoklfn-1,Cluster 1,1,211.65
gnfmkeka-1,Cluster 2,0,51.21
gnfgobfl-1,Cluster 1,1,29.13
hbgjhlbe-1,Cluster 1,1,168.48
odjcjmgj-1,Cluster 2,0,159.09
gnlechop-1,Cluster 1,0,59.52
gninglki-1,Cluster 2,0,37.21
gnljpahj-1,Cluster 2,0,63.08
gnliaein-1,Cluster 1,1,155.07
gnlhlfll-1,Cluster 2,1,59.97
hbggnbaa-1,Cluster 1,0,88.42
hekejpne-1,Cluster 1,0,63.04
hbgjfego-1,Cluster 1,2,131.31
hbfemkmd-1,Cluster 1,0,96.18
hbfajfbp-1,Cluster 1,3,126.89
hekegmji-1,Cluster 1,0,126.48
hekgopcn-1,Cluster 2,0,48.09
hbfeihmg-1,Cluster 1,0,27.00
hbfajnig-1,Cluster 1,1,95.37
hbfdcnac-1,Cluster 1,0,21.13
hekcifgo-1,Cluster 1,0,69.72
hbfacgmi-1,Cluster 1,1,69.90
gnifobgb-1,Cluster 2,0,49.04
gngkbkgh-1,Cluster 1,1,159.09
gnmiacpf-1,Cluster 1,0,56.58
gnlpbphg-1,Cluster 1,4,157.64
gniahglj-1,Cluster 1,0,107.79
hbemmkmo-1,Cluster 2,0,59.29
hbeknbbh-1,Cluster 2,1,79.61
gngiddhe-1,Cluster 1,2,75.00
gnhocnpc-1,Cluster 1,0,113.93
gniafcko-1,Cluster 1,0,136.64
gnlpiida-1,Cluster 1,0,125.22
hbejkedb-1,Cluster 2,1,63.58
gnglenog-1,Cluster 1,1,206.95
gniigddf-1,Cluster 1,3,194.62
gnijamim-1,Cluster 1,0,32.92
gnikejki-1,Cluster 1,1,91.58
gnmoaiho-1,Cluster 1,0,73.51
gnijmadd-1,Cluster 1,0,8.72
gniienlh-1,Cluster 1,2,153.98
gngnaikc-1,Cluster 1,1,88.15
gnmhnhoc-1,Cluster 1,0,96.09
gnhnjcdg-1,Cluster 1,0,72.07
gnilkmmf-1,Cluster 1,1,68.86
gngkfhpc-1,Cluster 1,1,72.57
gnhjjfec-1,Cluster 1,4,123.46
gnhjkbch-1,Cluster 1,1,106.70
gngjfenj-1,Cluster 1,0,113.16
gniieold-1,Cluster 1,2,138.04
gnmhljlg-1,Cluster 1,0,197.02
gnhmhdop-1,Cluster 1,0,46.65
gnmimdid-1,Cluster 1,0,25.83
gnippiam-1,Cluster 1,0,203.38
gnmgjhge-1,Cluster 1,0,61.23
gnepbjlm-1,Cluster 1,1,102.46
hbhdpene-1,Cluster 2,0,54.05
hbhekamd-1,Cluster 1,0,15.35
gnhhkgef-1,Cluster 1,0,95.73
hbhfajcn-1,Cluster 1,2,119.94
hbhijpmj-1,Cluster 1,1,150.46
gnjbfpjj-1,Cluster 1,3,143.73
gnioljml-1,Cluster 1,0,106.07
gnlmmoah-1,Cluster 2,1,111.72
gnhccepo-1,Cluster 1,5,175.25
gniffnha-1,Cluster 1,0,32.06
gnhgkjgg-1,Cluster 1,4,80.29
gnhengki-1,Cluster 1,1,168.07
gnhfhono-1,Cluster 1,0,86.43
gnimnkkc-1,Cluster 1,0,166.90
gnhhfaeg-1,Cluster 1,1,148.93
gnhdgleb-1,Cluster 1,1,164.50
gnhbnhci-1,Cluster 1,0,162.11
gnhbcjbo-1,Cluster 1,0,49.31
gnefofkk-1,Cluster 1,1,175.93
gnfcipgl-1,Cluster 1,2,120.03
gneopmhj-1,Cluster 1,0,50.98
gneodjje-1,Cluster 1,1,145.22
gnhbjbbh-1,Cluster 1,3,122.92
gngcpijp-1,Cluster 1,0,87.11
gngcoipb-1,Cluster 1,4,143.64
hbhiaiij-1,Cluster 1,0,84.53
gnigaedn-1,Cluster 1,2,205.24
hbhhkogg-1,Cluster 1,0,141.66
mimjgngg-1,Cluster 1,0,46.29
hbidjjef-1,Cluster 1,0,70.53
hbfjcmhj-1,Cluster 1,4,162.74
hbfhgbod-1,Cluster 1,0,39.56
hekpnopm-1,Cluster 1,0,131.31
hekdlbja-1,Cluster 1,1,108.28
henajkgg-1,Cluster 1,0,54.91
hfjdfejc-1,Cluster 1,1,135.06
hbfgpeba-1,Cluster 1,2,105.17
hekkgfhd-1,Cluster 1,2,97.94
hfjhnpeb-1,Cluster 1,0,143.51
henjpilp-1,Cluster 1,1,32.74
hekihilp-1,Cluster 1,2,16.84
henkijpd-1,Cluster 1,0,130.86
hfjjaapf-1,Cluster 1,1,226.64
hekmjfgd-1,Cluster 1,2,225.10
henlchce-1,Cluster 1,0,26.78
hencainh-1,Cluster 1,0,75.77
hencehbp-1,Cluster 1,3,76.49
hfkilffo-1,Cluster 1,0,104.27
hfjfmdfp-1,Cluster 1,0,116.55
hfjgihjc-1,Cluster 1,1,152.99
henddalo-1,Cluster 2,0,48.18
hfjmnmnm-1,Cluster 1,4,81.24
hfjmobaj-1,Cluster 1,0,61.37
hendmgkd-1,Cluster 1,1,144.36
aanihckd-1,Cluster 1,0,105.80
hfjejmcj-1,Cluster 1,3,147.93
hfjdjlda-1,Cluster 1,0,67.01
hfjfhafl-1,Cluster 1,0,35.81
hfipbpgh-1,Cluster 1,0,54.68
hfjhiaih-1,Cluster 1,0,153.80
henedbhd-1,Cluster 1,0,76.27
mhlfehnp-1,Cluster 2,0,87.29
hfjjjcpg-1,Cluster 1,3,173.94
mhlfpicm-1,Cluster 2,1,57.08
hfkhhial-1,Cluster 1,1,131.72
hfkmjmal-1,Cluster 1,0,158.09
henjajfc-1,Cluster 1,0,128.97
hfkcmpje-1,Cluster 1,0,89.77
hfjphkgl-1,Cluster 1,0,207.00
hfkmiahg-1,Cluster 1,0,34.41
hfkbbdfo-1,Cluster 1,0,68.64
hfjnkpnn-1,Cluster 1,0,14.95
hfklgeld-1,Cluster 1,0,112.03
henjpdbk-1,Cluster 1,0,14.00
hfkllhlg-1,Cluster 1,1,102.87
hfkidnld-1,Cluster 1,0,36.22
hfkgemnl-1,Cluster 1,0,100.38
hfjphcdn-1,Cluster 1,0,118.81
hencodcl-1,Cluster 1,1,205.51
henhpofd-1,Cluster 1,2,74.87
hfkjlcmo-1,Cluster 1,0,192.82
hfkjhice-1,Cluster 1,3,152.90
hfkjiehh-1,Cluster 1,2,90.04
hfkcbfia-1,Cluster 1,0,108.38
mhlhppab-1,Cluster 2,0,63.99
hfkaagob-1,Cluster 1,0,45.92
hfjnaame-1,Cluster 1,2,95.10
hekhhkkg-1,Cluster 1,1,132.26
hfkbfekk-1,Cluster 1,1,93.52
hfjlnofg-1,Cluster 1,0,70.08
lpmcmbfp-1,Cluster 2,0,53.96
hbfghicn-1,Cluster 2,0,77.13
hbihcche-1,Cluster 1,0,55.18
mindpgmj-1,Cluster 2,0,36.31
hbegickm-1,Cluster 2,2,91.62
hbieidll-1,Cluster 2,2,117.77
lplmpnfa-1,Cluster 2,0,60.60
lpmebeih-1,Cluster 2,1,104.45
lplnaaeo-1,Cluster 1,0,150.82
hbjbmmgk-1,Cluster 2,0,79.84
hbipgafn-1,Cluster 2,0,63.17
hbffbhlb-1,Cluster 2,1,61.95
lplmmnlo-1,Cluster 2,0,68.05
hbinpgpn-1,Cluster 2,0,32.92
hbjadfnm-1,Cluster 2,0,24.66
hbegadcn-1,Cluster 2,0,79.84
odnnmjoe-1,Cluster 2,0,147.75
mimnnajd-1,Cluster 2,0,99.48
mimnmmac-1,Cluster 2,1,17.70
mhmamdlg-1,Cluster 2,1,139.71
minbbdfc-1,Cluster 2,1,99.71
minfebbm-1,Cluster 2,1,75.32
lplnafmh-1,Cluster 2,1,90.76
lplndace-1,Cluster 2,0,64.89
minanjkj-1,Cluster 2,0,61.23
mimohfed-1,Cluster 2,0,69.13
hbfghcef-1,Cluster 1,1,277.58
mjbngoen-1,Cluster 2,0,95.60
mhjlhfin-1,Cluster 2,0,21.99
hbiocfok-1,Cluster 2,3,104.90
mjbpiodc-1,Cluster 2,0,63.31
hbgdbgia-1,Cluster 1,0,118.26
mhjnflgf-1,Cluster 2,0,77.35
hbfjjmak-1,Cluster 1,2,55.18
hbfpppgn-1,Cluster 1,0,119.35
hbiidgjg-1,Cluster 2,0,58.88
hbfokjmi-1,Cluster 1,1,122.01
hbiigdgk-1,Cluster 2,0,84.22
hbffpnhi-1,Cluster 1,0,107.88
hbepgofn-1,Cluster 1,0,152.54
hbfhfpcf-1,Cluster 1,1,73.79
odnnbcng-1,Cluster 2,0,28.85
hbeoldpl-1,Cluster 1,1,55.36
hbfgnccc-1,Cluster 1,1,162.34
hbgcegbp-1,Cluster 1,1,130.82
mimjodbi-1,Cluster 2,0,49.94
mhjnneim-1,Cluster 2,0,21.95
mhjoiimf-1,Cluster 2,0,39.33
hbigjiai-1,Cluster 2,1,90.36
hbfapghk-1,Cluster 1,1,76.54
hbfobldm-1,Cluster 1,0,39.24
hbepcgpd-1,Cluster 1,1,128.24
hbepaocn-1,Cluster 1,1,25.83
mimnfeah-1,Cluster 2,0,19.19
hbfopoid-1,Cluster 1,2,129.69
mimkmcdm-1,Cluster 2,0,11.29
hbidhflg-1,Cluster 1,2,90.76
helbbaji-1,Cluster 1,4,143.15
hbflhkcp-1,Cluster 1,0,33.19
hbfjiali-1,Cluster 1,0,30.03
hbccpamo-1,Cluster 2,0,73.20
gnbdmjko-1,Cluster 1,0,99.48
hbdnpflo-1,Cluster 2,0,76.18
odnihofe-1,Cluster 2,0,217.56
gnaclphj-1,Cluster 1,1,76.31
gnbgbkbk-1,Cluster 1,0,21.90
gnbjbjmd-1,Cluster 1,1,102.01
gnmlnmfd-1,Cluster 1,2,106.12
gnbenech-1,Cluster 1,1,161.79
gnjhnpka-1,Cluster 1,0,98.03
gnjhbiob-1,Cluster 1,0,77.80
gnmkleoo-1,Cluster 1,0,191.96
gnjfoeda-1,Cluster 1,0,23.93
gnecmlcf-1,Cluster 2,0,31.43
gneabopj-1,Cluster 2,0,31.02
gnmllfhc-1,Cluster 1,1,80.11
gmplnclg-1,Cluster 1,3,136.69
gnjfhllj-1,Cluster 1,0,41.14
gndpodfl-1,Cluster 2,0,52.61
gnbklgdo-1,Cluster 1,0,72.20
hbebfife-1,Cluster 2,0,67.51
hbefdiln-1,Cluster 2,0,54.77
gnedemml-1,Cluster 2,0,12.96
hbeiacgi-1,Cluster 2,0,33.10
gmpmgobm-1,Cluster 1,0,29.71
gnjianfc-1,Cluster 1,2,131.09
gnnabnbf-1,Cluster 1,1,206.86
gnnckkgd-1,Cluster 1,2,161.93
gnmjoibo-1,Cluster 1,0,162.92
hbekpgbf-1,Cluster 2,0,72.48
gnmmnfnh-1,Cluster 1,1,112.17
gneeoeij-1,Cluster 2,0,21.22
gnkbjcgc-1,Cluster 1,3,160.76
gnjpheoe-1,Cluster 1,0,23.48
gneenibc-1,Cluster 1,0,45.29
gnjlhglm-1,Cluster 1,1,56.76
gnnbajic-1,Cluster 1,3,112.44
gnjplpkl-1,Cluster 1,0,108.65
gnnemjgn-1,Cluster 1,1,116.73
hbijblob-1,Cluster 2,0,52.61
gnncmpem-1,Cluster 1,0,109.64
gnicakgf-1,Cluster 1,0,178.41
gnhnjkhe-1,Cluster 1,1,161.16
gnjigbif-1,Cluster 1,0,79.38
gnmgikba-1,Cluster 1,0,28.13
gnmnijjo-1,Cluster 1,0,60.55
gnkbjnpb-1,Cluster 1,1,140.75
gnmnokad-1,Cluster 1,0,96.95
gnnbbhkj-1,Cluster 1,3,160.94
gnkdfdhk-1,Cluster 2,1,51.34
gnkembcm-1,Cluster 1,2,160.49
gnnaihbe-1,Cluster 1,0,137.73
gnkcmijj-1,Cluster 1,2,99.21
gnlkoimc-1,Cluster 1,2,131.13
gnnakjaf-1,Cluster 1,3,157.64
gnjldjdg-1,Cluster 1,0,92.93
hbegikho-1,Cluster 2,0,21.13
gneelmpd-1,Cluster 1,0,123.19
gnedocbe-1,Cluster 1,1,95.51
gnedijdd-1,Cluster 1,0,129.69
gnlpjkgj-1,Cluster 1,1,66.79
gnmpogma-1,Cluster 2,0,28.63
gnhpbbop-1,Cluster 1,1,177.83
gndmebgk-1,Cluster 1,1,277.12
hbboiflj-1,Cluster 2,0,51.25
odjinifo-1,Cluster 2,0,7.45
gnoghkaa-1,Cluster 2,0,6.05
gnnpcdnl-1,Cluster 1,0,189.88
hbbhbfhe-1,Cluster 2,1,64.26
gnofccfh-1,Cluster 1,0,133.66
glfhlacd-1,Cluster 2,0,89.73
glfhhhme-1,Cluster 1,0,119.48
hbbpjlij-1,Cluster 2,0,64.71
gnoiacak-1,Cluster 2,0,29.31
glfhbdkk-1,Cluster 2,1,49.72
hbcccgei-1,Cluster 2,0,41.91
gndnglmd-1,Cluster 2,0,63.22
glfgihba-1,Cluster 2,0,92.21
odinipog-1,Cluster 2,0,265.52
gndkaphb-1,Cluster 2,0,21.54
odnfhnoi-1,Cluster 2,0,56.81
hbbfocpn-1,Cluster 2,0,27.46
hbcbnmbj-1,Cluster 2,1,54.10
gnobfmll-1,Cluster 2,0,74.10
hbdmhebj-1,Cluster 2,0,78.71
hbbcbphf-1,Cluster 2,0,81.51
hbbfoaoa-1,Cluster 2,0,23.48
gnbdggcg-1,Cluster 1,2,161.07
gnofjonp-1,Cluster 2,0,63.08
gndlkmfg-1,Cluster 2,0,47.14
gnbbnkjp-1,Cluster 2,1,110.45
gndlgkhb-1,Cluster 2,0,59.11
hbcaciim-1,Cluster 2,0,53.83
gnociecg-1,Cluster 2,0,20.86
gnbhakah-1,Cluster 1,0,85.16
hbjkgkgk-1,Cluster 2,0,14.36
gndgmngo-1,Cluster 2,2,73.83
hbjiomnf-1,Cluster 2,0,38.16
gndadodg-1,Cluster 1,0,36.40
gnofcagg-1,Cluster 2,0,41.36
gnbghfbb-1,Cluster 2,0,28.63
hbjeebkp-1,Cluster 2,0,48.81
hbdliplo-1,Cluster 2,0,110.00
gncoffod-1,Cluster 1,0,52.20
hbdmfjbg-1,Cluster 2,0,50.80
hbbbncgi-1,Cluster 2,0,59.47
odipapkd-1,Cluster 2,0,48.27
gnobnpfn-1,Cluster 2,1,90.36
gnoggbdp-1,Cluster 2,0,62.00
hbjkkbpi-1,Cluster 2,0,75.32
gnbchcaj-1,Cluster 1,3,130.73
gmphojef-1,Cluster 1,1,104.72
hbjigihb-1,Cluster 2,0,12.96
hbeebllp-1,Cluster 2,0,55.86
gnoffjej-1,Cluster 2,0,87.47
gnbdhkjn-1,Cluster 2,2,108.96
hbdnkaco-1,Cluster 2,1,72.16
hbjhbjgn-1,Cluster 2,0,72.88
hbjiegal-1,Cluster 2,0,30.12
gmplmmal-1,Cluster 1,1,140.21
gnoalpdk-1,Cluster 2,0,84.08
gnbofbme-1,Cluster 1,3,168.34
gnbmpffi-1,Cluster 1,2,143.33
mhmkeeeg-1,Cluster 2,2,72.84
mjcmhapd-1,Cluster 2,0,76.54
miocohlm-1,Cluster 2,0,27.73
hbjlgghb-1,Cluster 2,0,26.60
mhlmgijc-1,Cluster 2,0,27.50
mhmhncpe-1,Cluster 2,0,89.05
hbhmnlno-1,Cluster 2,0,58.70
mioeafgc-1,Cluster 1,2,55.32
hbhmkcbe-1,Cluster 2,0,63.63
mhlmdhgm-1,Cluster 2,0,65.25
mioeagkp-1,Cluster 2,0,48.36
lpkaagib-1,Cluster 2,3,125.49
mjckohbp-1,Cluster 2,0,64.62
hbijladb-1,Cluster 2,0,43.80
hbikmoog-1,Cluster 2,0,85.35
hbjcohmm-1,Cluster 2,0,27.86
odnoglfd-1,Cluster 2,0,8.26
hbjcepoh-1,Cluster 2,1,77.76
mhmefdpf-1,Cluster 2,0,84.17
hbhojfgc-1,Cluster 2,1,120.48
mioeboke-1,Cluster 2,3,119.84
lpjphige-1,Cluster 2,2,77.58
mimillmn-1,Cluster 2,1,47.64
mhmfdfoh-1,Cluster 2,0,106.70
lpmiiccn-1,Cluster 2,1,77.76
mimjfnal-1,Cluster 2,0,37.71
hbjcdlfg-1,Cluster 2,0,56.63
mhmjbooc-1,Cluster 2,0,55.99
mjckmjip-1,Cluster 2,0,46.01
mjchcldg-1,Cluster 2,0,78.35
ohmmfagf-1,Cluster 2,0,150.37
ohmmgmeb-1,Cluster 2,0,133.80
minnmmpp-1,Cluster 2,0,77.17
minmlgkc-1,Cluster 2,2,65.79
mhmgpmge-1,Cluster 2,0,70.44
mhmfjijc-1,Cluster 2,0,69.13
hbikclkj-1,Cluster 2,0,26.78
hbihhehe-1,Cluster 2,0,31.97
lploppea-1,Cluster 2,0,50.03
mjcghpde-1,Cluster 2,1,91.58
minlbibi-1,Cluster 2,0,75.05
mimilofm-1,Cluster 2,1,54.23
minljphm-1,Cluster 2,0,84.71
hbjcndmb-1,Cluster 2,0,57.44
mhmalmjk-1,Cluster 2,0,91.26
mhmebbjd-1,Cluster 2,0,47.78
mjccaagn-1,Cluster 2,0,50.76
mjcedobi-1,Cluster 2,0,12.01
mjcemmmo-1,Cluster 2,0,17.16
minkfohl-1,Cluster 2,0,65.70
minjpihf-1,Cluster 2,0,63.99
hbibbkob-1,Cluster 2,0,85.75
hbibkpdh-1,Cluster 2,0,31.52
mjcgfede-1,Cluster 2,0,79.61
hbiafcdp-1,Cluster 2,0,41.41
mjbpochf-1,Cluster 2,1,65.07
hbhojpbj-1,Cluster 2,0,31.43
minjogbj-1,Cluster 2,0,31.02
miniffgc-1,Cluster 2,0,25.47
hbilbpmi-1,Cluster 2,0,31.84
mjbnejoh-1,Cluster 2,0,45.02
mjcdieja-1,Cluster 2,0,21.09
hbchfmih-1,Cluster 1,0,153.26
hbcihhop-1,Cluster 2,0,40.19
hbcikajn-1,Cluster 2,0,59.47
odnhfgdp-1,Cluster 2,0,94.02
hbckhchp-1,Cluster 2,0,67.96
hbdbhaja-1,Cluster 2,0,16.75
hbckkcec-1,Cluster 2,0,19.19
hbcmohkl-1,Cluster 2,0,96.32
mhjikicp-1,Cluster 2,0,144.91
hbhjcbia-1,Cluster 2,0,74.60
hbcgfpbi-1,Cluster 2,0,41.14
miocejag-1,Cluster 2,1,65.93
mhjjmhah-1,Cluster 2,0,151.82
mhjdebii-1,Cluster 2,0,67.69
mhjlcojo-1,Cluster 2,0,72.57
mhjhajpg-1,Cluster 2,0,26.37
miomljhi-1,Cluster 2,0,58.30
miopdpjm-1,Cluster 2,1,44.84
mhjapkpm-1,Cluster 2,0,76.99
lpjcpndc-1,Cluster 2,0,85.57
mhjakjmo-1,Cluster 2,0,41.59
miomoclg-1,Cluster 2,0,63.99
mionnpno-1,Cluster 2,1,70.99
minpojpm-1,Cluster 2,0,62.45
miooobnn-1,Cluster 2,0,20.50
mhiofcal-1,Cluster 2,0,71.39
mhijilna-1,Cluster 2,0,51.48
mhimdlpi-1,Cluster 2,0,51.66
miopdopg-1,Cluster 2,0,19.87
mjcpmmjb-1,Cluster 2,0,82.37
mjbkpjnh-1,Cluster 2,0,67.82
mjdblelg-1,Cluster 2,0,108.38
mhiplpgb-1,Cluster 2,0,112.08
mjddahff-1,Cluster 2,0,76.22
mhimbcme-1,Cluster 2,0,101.24
hbhkaglf-1,Cluster 2,1,45.43
odnkbdjg-1,Cluster 2,1,55.27
hbjkpmdi-1,Cluster 2,0,66.02
hbjddfma-1,Cluster 2,0,57.35
