#Selection name: Selection 4
#Area (µm^2): 3190188.54
Cell ID,Cluster,Transcripts,Area (µm^2)
mlkokpbh-1,Cluster 2,1,123.41
mmbefoki-1,Cluster 2,2,39.24
mlifolgj-1,Cluster 2,0,87.83
abfkjfaj-1,Cluster 2,0,44.75
mljgkmgl-1,Cluster 2,1,69.13
mlldonil-1,Cluster 2,0,39.51
mlkmplbo-1,Cluster 2,0,102.19
mlpeddml-1,Cluster 2,0,30.62
mlpdmbcn-1,Cluster 2,0,110.05
mllfffhi-1,Cluster 2,1,56.85
mmajokpn-1,Cluster 2,0,45.83
mlknafge-1,Cluster 2,0,22.67
mlimjdji-1,Cluster 2,0,26.64
mllgfmic-1,Cluster 2,1,39.60
mmajheip-1,Cluster 2,0,26.78
mlifdbfh-1,Cluster 2,0,37.75
mliephdm-1,Cluster 2,1,56.17
mlkoejnm-1,Cluster 2,2,70.81
mlidemme-1,Cluster 2,1,127.02
mlpbkpcj-1,Cluster 2,0,19.55
mlkliabo-1,Cluster 2,0,179.81
mlmnlkbc-1,Cluster 2,1,37.25
nlmligji-1,Cluster 2,0,74.19
mlkilcek-1,Cluster 2,0,45.29
nlofbnfc-1,Cluster 2,1,50.17
nloaepab-1,Cluster 2,0,22.58
nlmagmpg-1,Cluster 2,0,42.76
nllplhif-1,Cluster 2,1,103.27
nllopifn-1,Cluster 1,0,93.74
nljodloh-1,Cluster 2,0,73.74
nllgbhnk-1,Cluster 1,0,76.63
nllgdece-1,Cluster 1,0,83.86
abfohbbp-1,Cluster 1,0,113.97
nlidmmfj-1,Cluster 1,0,112.76
nlofjedo-1,Cluster 1,0,75.28
nlmbdibc-1,Cluster 2,1,118.54
nlpdpoai-1,Cluster 2,0,70.67
nlhobdjk-1,Cluster 2,1,90.90
nlhincgp-1,Cluster 1,0,113.34
nlhjciof-1,Cluster 2,1,73.92
nlidfofk-1,Cluster 1,0,103.54
nligapdm-1,Cluster 2,1,95.23
nljdkhmk-1,Cluster 2,1,96.68
nljdkpob-1,Cluster 2,1,84.85
nliplphd-1,Cluster 2,0,99.66
nlicmhmc-1,Cluster 2,0,83.90
nljemhbh-1,Cluster 2,0,117.50
nliadbmh-1,Cluster 1,1,125.85
nlioondo-1,Cluster 2,0,66.70
oildnokf-1,Cluster 2,0,39.24
nlimfamf-1,Cluster 2,4,58.61
nliliibg-1,Cluster 2,1,71.12
nlimplcc-1,Cluster 2,0,115.74
nliaadaj-1,Cluster 2,1,13.19
nlindhhg-1,Cluster 2,1,58.07
nlinimfe-1,Cluster 2,0,33.46
nliofjga-1,Cluster 2,1,100.25
nliljklh-1,Cluster 2,0,66.88
nlijjedp-1,Cluster 2,0,116.28
nlihphdf-1,Cluster 2,0,54.23
nliaacnh-1,Cluster 2,0,76.27
nlipemhp-1,Cluster 1,1,121.74
nloamagl-1,Cluster 2,0,69.31
nlikdfbm-1,Cluster 2,0,80.11
nliemeja-1,Cluster 2,0,74.82
nlhliail-1,Cluster 2,0,60.60
nliipfbb-1,Cluster 2,0,17.88
nliopnih-1,Cluster 2,1,50.80
nlnneilg-1,Cluster 2,0,47.69
nlhlgjee-1,Cluster 2,0,54.50
nlnohcff-1,Cluster 2,0,70.04
nlikbfko-1,Cluster 2,0,62.77
nlhkmdhb-1,Cluster 2,0,107.25
nlhnphbi-1,Cluster 2,0,114.16
nlloghpn-1,Cluster 2,0,57.21
nlochpid-1,Cluster 1,0,127.88
nlhiplhp-1,Cluster 2,0,51.61
nlmlghei-1,Cluster 2,0,23.66
nloeopic-1,Cluster 2,0,20.28
nlmghiie-1,Cluster 2,0,18.02
nlmignoc-1,Cluster 2,0,20.37
nlnnndcm-1,Cluster 2,0,30.75
nlhlaflm-1,Cluster 2,1,66.74
mlhogplj-1,Cluster 2,1,57.75
egagoelm-1,Cluster 2,0,12.46
endihdpg-1,Cluster 1,0,86.88
eiplofmp-1,Cluster 1,0,84.98
eipkdfla-1,Cluster 1,0,216.89
eiiamcmk-1,Cluster 1,1,204.87
eneeboep-1,Cluster 1,0,40.87
eimhnnki-1,Cluster 1,0,108.01
eimckdfn-1,Cluster 2,0,44.43
eihngmcm-1,Cluster 1,0,48.68
eimdoglc-1,Cluster 1,0,81.19
eimbmkcf-1,Cluster 1,0,83.76
endlbdbb-1,Cluster 1,1,59.20
eimiodnb-1,Cluster 2,0,61.14
enekinpe-1,Cluster 2,1,99.89
eneeenki-1,Cluster 1,0,62.50
eneejbbb-1,Cluster 1,1,65.84
obnbadph-1,Cluster 2,1,70.71
enebjmaj-1,Cluster 1,0,219.91
eiloghpn-1,Cluster 1,0,64.35
obneodjl-1,Cluster 2,0,59.83
eimdbckc-1,Cluster 1,0,107.61
enebfgom-1,Cluster 1,0,110.86
eilmndmf-1,Cluster 1,0,42.22
eimgkmif-1,Cluster 2,0,102.78
obpobgih-1,Cluster 2,1,37.34
eipjajch-1,Cluster 1,0,64.75
eipkimpm-1,Cluster 2,0,30.48
endphbod-1,Cluster 1,1,287.69
eipfdfcl-1,Cluster 1,0,162.25
eimfljli-1,Cluster 1,0,332.40
eipgkibk-1,Cluster 1,0,130.28
eilnbemm-1,Cluster 1,0,49.31
enemefgc-1,Cluster 1,1,77.04
eiphdemm-1,Cluster 1,0,128.11
enekkgmh-1,Cluster 1,0,270.22
eiplchco-1,Cluster 1,0,376.24
endfebcl-1,Cluster 1,0,157.28
eihncbjk-1,Cluster 1,0,116.14
endnnlon-1,Cluster 1,0,137.37
endkobpj-1,Cluster 1,0,82.50
eionidko-1,Cluster 1,0,88.01
eijbgacn-1,Cluster 1,0,140.62
eijnddik-1,Cluster 1,1,199.09
eijmabae-1,Cluster 1,0,136.24
abiikokc-1,Cluster 1,0,115.96
eikodbig-1,Cluster 2,0,40.96
obmecnfh-1,Cluster 2,1,174.08
eikodmpi-1,Cluster 1,0,65.70
eilbdago-1,Cluster 1,0,87.20
eiicagcl-1,Cluster 1,0,136.55
eijfjffj-1,Cluster 1,0,89.95
eikocjib-1,Cluster 1,0,230.43
eijhjnom-1,Cluster 1,0,253.51
eiokkdnk-1,Cluster 1,0,36.85
eijfaglh-1,Cluster 1,1,37.98
abiieppk-1,Cluster 1,1,156.65
eiiblbik-1,Cluster 1,0,122.73
eijdkkgm-1,Cluster 1,0,161.07
abiialmf-1,Cluster 1,0,40.37
eikjnnle-1,Cluster 2,1,65.84
eiklfdbp-1,Cluster 2,1,46.92
obmhknge-1,Cluster 2,0,14.40
eijimphc-1,Cluster 1,0,32.47
eikjaheg-1,Cluster 1,0,115.83
eijnlklm-1,Cluster 1,2,256.44
einhlfhe-1,Cluster 2,0,46.47
eiiboeck-1,Cluster 1,0,176.43
eijpbimh-1,Cluster 2,0,72.48
eijihdei-1,Cluster 1,1,54.59
eiidheab-1,Cluster 1,0,210.43
eikjkffe-1,Cluster 1,0,191.19
eiicidpm-1,Cluster 1,0,144.68
eikppdik-1,Cluster 1,0,276.49
eikcnljp-1,Cluster 2,0,24.47
obmioogn-1,Cluster 2,0,20.46
eijigfpc-1,Cluster 1,0,82.59
obmehcbd-1,Cluster 2,0,21.36
eiibhcog-1,Cluster 2,0,18.06
eijddnmo-1,Cluster 1,0,191.42
eilmmfkd-1,Cluster 1,0,22.04
eikiaceb-1,Cluster 2,1,86.61
eijedplh-1,Cluster 2,0,60.64
eikhcpfn-1,Cluster 1,0,249.80
eilllnni-1,Cluster 1,3,98.67
obmhbcpb-1,Cluster 2,0,4.74
obmlkain-1,Cluster 2,1,50.08
eimhfffd-1,Cluster 1,3,49.18
einknigd-1,Cluster 2,0,73.60
eioldpmh-1,Cluster 1,0,140.62
eiolcadk-1,Cluster 1,0,133.66
eimjcipc-1,Cluster 1,0,188.66
obnfcmlb-1,Cluster 2,0,213.14
eigbldek-1,Cluster 1,0,142.29
eihlippo-1,Cluster 1,3,105.80
obmdeegn-1,Cluster 1,0,132.31
eiibficn-1,Cluster 1,0,77.94
eihmhcoa-1,Cluster 2,0,101.01
eifpoajk-1,Cluster 1,2,246.28
eigadimm-1,Cluster 1,1,110.81
eibjmcgh-1,Cluster 2,1,66.83
eiebibak-1,Cluster 2,0,28.63
eigbcgem-1,Cluster 2,0,70.40
eibhdcol-1,Cluster 1,2,310.86
eibdnpmn-1,Cluster 2,2,38.43
eibdlgmf-1,Cluster 2,1,78.39
eihobnhg-1,Cluster 1,0,279.83
eiancomk-1,Cluster 2,1,43.35
eiaofobk-1,Cluster 2,0,97.09
eibcbfip-1,Cluster 2,0,48.68
eihonhob-1,Cluster 2,0,27.32
eiegallf-1,Cluster 1,0,36.35
eicjjach-1,Cluster 1,0,115.87
eieejiik-1,Cluster 2,1,25.65
eieelimm-1,Cluster 2,1,87.56
eicjloge-1,Cluster 1,1,208.08
eiclccoo-1,Cluster 1,0,162.74
eiolebko-1,Cluster 2,0,80.42
obliobfp-1,Cluster 1,0,103.50
eihodcib-1,Cluster 1,1,181.89
eibcbllc-1,Cluster 2,0,13.19
eidcgkbc-1,Cluster 2,0,55.99
eidhibko-1,Cluster 1,1,71.66
oblifbif-1,Cluster 2,0,49.45
eipcccgg-1,Cluster 1,0,85.93
eiefageb-1,Cluster 1,0,172.05
eidhonmj-1,Cluster 2,0,71.80
oblhlkmh-1,Cluster 2,0,41.91
ehncccha-1,Cluster 2,0,60.28
eieojpdn-1,Cluster 2,0,46.92
eionfnmk-1,Cluster 1,1,261.18
eidhcilg-1,Cluster 1,0,155.16
eipekeeg-1,Cluster 1,1,160.53
eifapmig-1,Cluster 2,0,46.10
eifafeln-1,Cluster 1,0,274.37
eihoappn-1,Cluster 1,1,268.50
eipaoagn-1,Cluster 1,0,114.79
ehndpfid-1,Cluster 2,0,26.06
eiciphob-1,Cluster 1,0,222.48
ehnddabd-1,Cluster 2,0,73.92
endidnfk-1,Cluster 1,0,41.45
eidedkmf-1,Cluster 1,3,231.92
eibccond-1,Cluster 2,0,99.25
eibcgjio-1,Cluster 2,0,73.97
eidelhmn-1,Cluster 1,0,293.15
eiekhbhh-1,Cluster 2,1,78.30
eicmmdfc-1,Cluster 1,0,94.96
eiclemll-1,Cluster 2,0,49.04
eiehbmfp-1,Cluster 1,1,176.29
oblhgleh-1,Cluster 2,0,166.90
eidchgnb-1,Cluster 1,1,308.10
endlmomk-1,Cluster 2,1,77.53
eielnjag-1,Cluster 2,0,71.35
eieicnfe-1,Cluster 2,1,45.34
endfhdkg-1,Cluster 2,0,62.68
ehpjflib-1,Cluster 2,0,62.09
eiioeacp-1,Cluster 2,0,40.23
eiidnbed-1,Cluster 2,1,60.28
eiidiphk-1,Cluster 2,0,55.59
eiimiggp-1,Cluster 1,0,265.29
obmdhaec-1,Cluster 2,0,55.95
oblfkmko-1,Cluster 2,0,119.39
eigoffnb-1,Cluster 1,0,174.80
eifjcphh-1,Cluster 2,1,65.39
oblgnmmm-1,Cluster 2,0,95.69
eignijnd-1,Cluster 2,0,66.15
obmdlohj-1,Cluster 1,1,39.15
eiglabci-1,Cluster 2,1,83.45
ehpjddil-1,Cluster 2,0,77.22
ehpkkmgi-1,Cluster 2,0,53.92
eigmnbah-1,Cluster 2,0,111.85
eiinljkh-1,Cluster 1,0,104.31
eiamojoi-1,Cluster 2,0,32.33
eialeeii-1,Cluster 2,0,54.37
eiajldic-1,Cluster 2,0,7.72
eiaigejf-1,Cluster 2,0,19.15
eiidobjh-1,Cluster 1,2,177.46
eigocfeg-1,Cluster 1,0,91.17
eihajpia-1,Cluster 1,1,39.20
eihaamad-1,Cluster 1,3,236.17
eiaeiopi-1,Cluster 2,0,9.98
eifkenif-1,Cluster 1,0,289.77
eiikloja-1,Cluster 1,0,52.83
eifjfael-1,Cluster 2,0,74.78
ehpjobaj-1,Cluster 2,0,8.53
ehppoaob-1,Cluster 2,0,18.11
ehpjmcni-1,Cluster 2,0,35.22
eiggnklg-1,Cluster 1,0,176.06
eiaddohk-1,Cluster 2,0,42.04
eiaceika-1,Cluster 2,0,65.75
ehnlbkle-1,Cluster 1,1,62.59
eifnlkkc-1,Cluster 1,0,40.37
eihpobmh-1,Cluster 2,1,57.80
eigjdooe-1,Cluster 2,0,20.18
eigjpopl-1,Cluster 2,0,67.73
eigkainl-1,Cluster 2,0,33.64
eiaalnah-1,Cluster 1,0,186.13
eiabfjbj-1,Cluster 2,0,14.68
eigmgfai-1,Cluster 1,1,249.40
eifcghjp-1,Cluster 2,0,13.86
eifimpgb-1,Cluster 2,0,14.90
eifjaoio-1,Cluster 2,0,8.85
eihkfoha-1,Cluster 1,2,160.35
eifpnhpa-1,Cluster 1,0,243.80
eiggoidg-1,Cluster 1,0,54.19
eiaaphap-1,Cluster 2,1,38.16
eiapdbko-1,Cluster 2,0,40.37
eibdhial-1,Cluster 2,2,61.50
eiapkoae-1,Cluster 2,1,67.64
eifpckac-1,Cluster 1,1,55.59
eifnmebo-1,Cluster 2,0,21.27
eifldoha-1,Cluster 1,0,180.04
eifcoeko-1,Cluster 2,0,48.45
eibapmmb-1,Cluster 1,8,119.21
eihkjach-1,Cluster 1,0,201.67
eijbocep-1,Cluster 1,0,236.17
egjbjppj-1,Cluster 1,0,64.98
eghhjoab-1,Cluster 1,1,230.30
egjdhmdg-1,Cluster 1,0,93.11
egelkaad-1,Cluster 1,0,56.94
egjllmkn-1,Cluster 1,0,130.55
egjlhnoj-1,Cluster 1,0,130.50
egejaaoo-1,Cluster 1,0,163.56
egjkgkaj-1,Cluster 1,0,46.83
egjlaigf-1,Cluster 2,0,74.51
egjddklj-1,Cluster 2,0,51.79
egjfnijp-1,Cluster 1,1,230.61
egejpnbg-1,Cluster 1,0,91.49
eilbeojn-1,Cluster 1,1,231.92
eilehmop-1,Cluster 1,0,124.77
eilghenj-1,Cluster 1,1,163.74
eilgjfmi-1,Cluster 1,0,154.48
egepejha-1,Cluster 1,0,109.82
egehijlf-1,Cluster 1,0,45.61
egekpmda-1,Cluster 1,0,43.49
obkdcgig-1,Cluster 2,0,12.33
eiiolcdk-1,Cluster 1,0,243.93
obkggpfi-1,Cluster 2,0,225.01
obkgnfik-1,Cluster 1,0,246.51
egjijnmk-1,Cluster 1,0,91.71
obnafhgc-1,Cluster 2,0,87.60
egjeflfk-1,Cluster 2,0,15.76
eilinopn-1,Cluster 1,0,247.05
eilklihi-1,Cluster 1,0,168.25
obmmpbba-1,Cluster 2,0,104.58
eilldgjk-1,Cluster 1,0,80.92
egjfnljh-1,Cluster 1,0,99.16
egedndad-1,Cluster 1,0,167.62
egeemnnh-1,Cluster 1,0,105.44
eiliiigj-1,Cluster 1,0,136.73
eiljkggb-1,Cluster 2,1,158.72
egefbmim-1,Cluster 2,0,90.36
eikdngnd-1,Cluster 1,2,116.19
eiliemfa-1,Cluster 1,1,115.65
eilgchba-1,Cluster 1,2,143.55
egegjdeg-1,Cluster 2,0,22.31
eilgpmlo-1,Cluster 1,0,112.94
obmeigbj-1,Cluster 2,0,41.72
eilfhflf-1,Cluster 1,0,227.59
eilbpnni-1,Cluster 2,0,34.36
eildklni-1,Cluster 2,0,23.98
egjemnbf-1,Cluster 2,0,24.57
eilbokeb-1,Cluster 1,0,147.75
abifllkf-1,Cluster 1,1,42.45
obmfjpej-1,Cluster 2,0,59.74
egjbmgeb-1,Cluster 1,1,207.27
eijbdlcg-1,Cluster 1,0,94.96
egefpccp-1,Cluster 1,0,77.13
egepibmk-1,Cluster 1,0,83.95
obmmpefl-1,Cluster 2,0,128.42
obmnophc-1,Cluster 2,0,23.62
eijlicka-1,Cluster 2,1,79.61
eiipacea-1,Cluster 1,0,194.67
egeoopdi-1,Cluster 1,0,158.27
egjcllfg-1,Cluster 1,0,100.79
eijlfbjj-1,Cluster 1,1,187.26
egjdpmdg-1,Cluster 1,0,136.46
egejailk-1,Cluster 1,0,149.96
egjaphbh-1,Cluster 2,0,26.19
egikijdi-1,Cluster 1,5,261.32
egbnfnoo-1,Cluster 1,0,31.79
egidfddk-1,Cluster 2,0,36.35
egigebfp-1,Cluster 1,0,155.38
egjabpga-1,Cluster 2,0,67.87
egicnojk-1,Cluster 2,0,24.57
egiblbaj-1,Cluster 1,1,111.67
ejnllmci-1,Cluster 2,1,22.13
eghpghho-1,Cluster 1,0,64.84
abhabhcp-1,Cluster 1,0,219.69
abhggagj-1,Cluster 1,2,91.80
egijfpjd-1,Cluster 2,4,33.91
eghlaenb-1,Cluster 1,0,192.55
eghklacg-1,Cluster 2,0,59.20
egbpnebo-1,Cluster 2,0,36.08
ejnkkbhm-1,Cluster 1,0,22.04
eghhcmbj-1,Cluster 2,1,87.29
eghgjjja-1,Cluster 2,0,8.67
eghhbnbp-1,Cluster 1,0,200.81
eghfmami-1,Cluster 2,0,97.94
eghkflag-1,Cluster 1,0,160.26
egcbpbbg-1,Cluster 2,0,29.76
eghhdheh-1,Cluster 1,0,181.08
obkgcici-1,Cluster 2,0,100.97
ejnibobf-1,Cluster 1,0,138.63
obkfhpjm-1,Cluster 2,1,47.46
obocjlai-1,Cluster 2,0,30.21
egijgjfb-1,Cluster 1,0,146.35
egjacbmn-1,Cluster 2,0,30.53
egbifgkp-1,Cluster 1,0,169.07
egbmcgnn-1,Cluster 1,0,91.76
egiiaimf-1,Cluster 1,0,57.03
egihadlk-1,Cluster 1,0,191.37
egihhcpd-1,Cluster 1,0,206.00
ejnilpna-1,Cluster 2,1,33.28
egihkcnd-1,Cluster 1,1,169.02
egbnmnfn-1,Cluster 1,0,22.53
egbifgbj-1,Cluster 1,1,103.32
egbidpoe-1,Cluster 1,0,68.28
egbebfca-1,Cluster 1,1,130.46
obognfkc-1,Cluster 2,0,34.45
ejnkdajp-1,Cluster 1,1,203.47
egcbahbc-1,Cluster 1,0,91.98
egjdkhdd-1,Cluster 2,0,93.65
egbbpcgi-1,Cluster 1,0,30.71
egbecaam-1,Cluster 1,0,147.30
egjjlbni-1,Cluster 1,1,145.09
egakclkb-1,Cluster 2,1,46.96
eggmjddd-1,Cluster 2,0,69.99
egaoafja-1,Cluster 2,0,18.88
eihehdjp-1,Cluster 2,0,94.47
egghoefi-1,Cluster 1,0,382.52
egaigbpk-1,Cluster 2,0,95.37
efpliigo-1,Cluster 2,0,28.90
efpjchfa-1,Cluster 2,2,89.36
egghdkch-1,Cluster 1,1,199.95
eihihcpe-1,Cluster 1,1,214.67
eiggbfah-1,Cluster 2,0,39.11
eiiebgfi-1,Cluster 1,0,63.58
eihkfebd-1,Cluster 2,0,35.09
eihjpkam-1,Cluster 2,0,80.06
eihiadpb-1,Cluster 1,0,66.11
eihjdkgh-1,Cluster 2,1,55.95
eihipmga-1,Cluster 2,0,73.88
eggkkdcj-1,Cluster 2,0,43.44
eigcoojc-1,Cluster 2,2,96.72
efpdikni-1,Cluster 2,1,61.82
egaieahb-1,Cluster 2,0,32.78
egakbabj-1,Cluster 2,0,79.38
egamolhg-1,Cluster 2,0,9.71
eganpbjo-1,Cluster 2,0,51.88
egahmnin-1,Cluster 2,0,51.70
eiihjook-1,Cluster 1,0,135.97
eihiepag-1,Cluster 1,0,43.80
egahddek-1,Cluster 2,1,58.21
efogkgko-1,Cluster 2,1,67.87
efoiaoli-1,Cluster 2,0,14.31
efoiijck-1,Cluster 2,0,51.57
eihgmlak-1,Cluster 1,0,112.30
ehplffko-1,Cluster 2,0,33.55
efoiklcp-1,Cluster 2,1,131.40
efojeopa-1,Cluster 1,2,36.80
obmafcjh-1,Cluster 2,0,81.06
eiheednk-1,Cluster 2,0,11.29
efpcelkl-1,Cluster 2,0,83.18
obmcjcie-1,Cluster 2,0,183.38
obmabjok-1,Cluster 2,0,129.46
eihhjipg-1,Cluster 1,1,93.56
eiifmghd-1,Cluster 1,0,92.21
efopknpm-1,Cluster 2,0,82.82
efpoplgj-1,Cluster 2,0,47.19
eihhimgi-1,Cluster 1,0,28.58
eihglehp-1,Cluster 1,0,94.56
eihhchab-1,Cluster 1,0,40.37
egggpoaa-1,Cluster 1,1,197.42
efoodoek-1,Cluster 2,0,33.60
eiinmiik-1,Cluster 2,1,71.89
eiinmlce-1,Cluster 1,0,204.87
abikigoa-1,Cluster 1,0,27.86
efpakkdg-1,Cluster 2,1,18.11
ehplhdef-1,Cluster 2,0,64.12
ehpodjcg-1,Cluster 2,0,20.50
ehppbjpm-1,Cluster 2,0,50.44
eignnimm-1,Cluster 1,2,108.33
abidloja-1,Cluster 1,0,254.14
ehppiomj-1,Cluster 2,0,77.49
obmdkdbj-1,Cluster 2,0,207.18
eigeogkc-1,Cluster 2,0,17.79
eiikdljh-1,Cluster 1,1,119.75
egfjchkk-1,Cluster 2,0,57.89
obkbaabo-1,Cluster 2,0,138.45
efnhfnej-1,Cluster 2,0,82.23
efmnjicf-1,Cluster 2,0,13.68
efmjckdn-1,Cluster 2,1,37.62
efnmhaoi-1,Cluster 1,2,127.70
egfdkjbe-1,Cluster 2,0,135.29
egffiknh-1,Cluster 2,5,141.97
efnjdjpg-1,Cluster 1,1,99.39
egffcaad-1,Cluster 1,0,76.49
efngfioi-1,Cluster 1,0,119.17
egfhphil-1,Cluster 2,1,51.16
efmmbdpc-1,Cluster 2,2,32.51
efmnjlad-1,Cluster 2,0,71.66
efmociaf-1,Cluster 2,0,42.49
efmoolbm-1,Cluster 2,1,33.69
egfplbpe-1,Cluster 2,0,83.90
efnkhpla-1,Cluster 2,1,67.87
egfajhkh-1,Cluster 2,0,62.68
egfbcgef-1,Cluster 2,0,32.47
efnfioac-1,Cluster 1,1,115.37
eggdmabi-1,Cluster 2,6,170.69
eggepigh-1,Cluster 2,9,88.15
eggofeaj-1,Cluster 2,0,37.80
eghdogli-1,Cluster 2,0,11.20
efnkamna-1,Cluster 2,2,71.26
efndiiod-1,Cluster 1,0,141.93
efnhdhlp-1,Cluster 2,0,96.05
egfgpihn-1,Cluster 2,0,72.07
efngflcm-1,Cluster 2,0,24.79
efoenfdf-1,Cluster 2,0,66.79
egapnapk-1,Cluster 2,0,26.06
egfjcmbk-1,Cluster 2,0,62.00
efndoogo-1,Cluster 1,0,37.39
efmighfn-1,Cluster 2,0,96.14
eihfnjia-1,Cluster 2,0,25.87
egfpdkkc-1,Cluster 1,1,170.60
egfphakf-1,Cluster 2,0,26.42
efmilgdf-1,Cluster 2,0,21.58
eggedlli-1,Cluster 2,1,55.50
eggokcgh-1,Cluster 2,0,22.89
efmmfoke-1,Cluster 2,3,45.25
eihalnao-1,Cluster 2,0,84.80
abfaafio-1,Cluster 2,2,70.26
egbbknde-1,Cluster 2,0,30.25
efpifebm-1,Cluster 2,2,95.42
efpojfcf-1,Cluster 2,0,72.20
eihffhnj-1,Cluster 2,0,23.30
efogenpg-1,Cluster 1,0,27.09
eihglakj-1,Cluster 2,0,43.44
eggkhbdo-1,Cluster 2,0,53.56
eggobnkp-1,Cluster 2,0,100.61
efogeoae-1,Cluster 1,0,97.72
obkdojae-1,Cluster 2,0,151.41
egadmekn-1,Cluster 1,0,140.07
egbbhbop-1,Cluster 2,0,90.49
obkdhhlk-1,Cluster 2,1,133.48
eggippkd-1,Cluster 1,0,31.16
eganeian-1,Cluster 2,0,46.38
nlkmkona-1,Cluster 2,0,14.63
nmdikgpd-1,Cluster 1,0,114.88
nklpmdkc-1,Cluster 2,0,47.96
ehnadbeg-1,Cluster 2,1,128.29
nlgfmfpg-1,Cluster 2,1,75.68
nmdiegcd-1,Cluster 2,0,28.27
nkplblen-1,Cluster 2,1,45.16
nlgidjko-1,Cluster 1,0,113.21
nmflgokd-1,Cluster 2,1,60.92
nmfpclhd-1,Cluster 2,0,72.88
ehpcnghc-1,Cluster 2,0,29.89
ehojcdji-1,Cluster 2,4,60.10
ehoilknj-1,Cluster 2,2,106.39
ehphpmml-1,Cluster 2,1,82.50
nkldbimc-1,Cluster 2,0,61.55
nlllmmll-1,Cluster 2,0,67.55
abeiaiaf-1,Cluster 1,0,142.47
ehphoiho-1,Cluster 2,0,103.00
nlgihhpe-1,Cluster 2,0,13.23
ehoakfhc-1,Cluster 2,0,55.14
nlkmkmpg-1,Cluster 2,0,44.30
nklbolkg-1,Cluster 2,0,36.89
ehnihbhj-1,Cluster 2,0,34.68
nklbcmnd-1,Cluster 2,0,43.35
nmdgijha-1,Cluster 1,0,35.94
nmdcinej-1,Cluster 1,0,121.61
ehocgfak-1,Cluster 2,0,98.49
nllkpkjk-1,Cluster 2,0,41.77
ehpekhcb-1,Cluster 2,0,42.45
nlkkoabb-1,Cluster 1,0,42.27
ehpipeah-1,Cluster 2,0,54.05
ehoegacc-1,Cluster 2,1,57.98
abelgacj-1,Cluster 1,1,102.14
ehobnffh-1,Cluster 1,1,137.68
ehnhkfkg-1,Cluster 2,0,38.47
nmdfgplg-1,Cluster 2,0,61.50
ehnhdgbb-1,Cluster 2,0,49.90
ehphaijf-1,Cluster 2,0,51.03
nllnjljl-1,Cluster 1,0,47.14
nllndpbl-1,Cluster 1,0,61.68
nllmmlci-1,Cluster 1,0,73.29
nllfloob-1,Cluster 2,0,97.27
nklbjbao-1,Cluster 2,0,57.26
ehpfnahd-1,Cluster 2,0,77.08
ehpemhhj-1,Cluster 2,3,78.80
nllffmfn-1,Cluster 2,0,90.13
ehpdjegi-1,Cluster 2,0,20.64
nlldmamm-1,Cluster 1,0,185.32
ehnfcnkf-1,Cluster 2,0,84.26
nllfijfn-1,Cluster 2,0,68.46
nllabjae-1,Cluster 1,0,116.32
ehpdmcah-1,Cluster 2,0,20.95
nkkpnifm-1,Cluster 2,0,16.71
nklacmgg-1,Cluster 2,0,59.70
nllaoeii-1,Cluster 2,1,64.71
nkkngnmb-1,Cluster 2,0,80.92
ehoilejg-1,Cluster 2,1,38.20
ehognnpo-1,Cluster 2,0,58.43
ehnikbgk-1,Cluster 2,1,63.49
nmfmmoel-1,Cluster 2,0,43.58
nmfpcgbm-1,Cluster 2,2,170.60
ehmbkdko-1,Cluster 2,1,47.46
nmdghije-1,Cluster 1,1,132.31
nkpooodo-1,Cluster 2,0,79.57
nlfnopph-1,Cluster 2,1,55.54
nmdopfgh-1,Cluster 1,0,98.94
nlfojbeo-1,Cluster 1,0,70.71
eholocma-1,Cluster 2,0,16.53
ehpapgjd-1,Cluster 1,1,106.61
nlfpjcae-1,Cluster 2,0,58.34
nmdopnlf-1,Cluster 1,0,55.18
nmdbajih-1,Cluster 2,0,26.46
nlgbcekk-1,Cluster 2,0,108.33
nkppifae-1,Cluster 2,0,87.78
nmdnpgfp-1,Cluster 2,0,66.20
nlgbgcoj-1,Cluster 2,2,54.14
nmdbnghc-1,Cluster 1,1,61.77
nkppgcbp-1,Cluster 1,0,97.76
nkkmfmnj-1,Cluster 2,0,35.36
nmdnpfch-1,Cluster 2,0,64.35
nlgbajhi-1,Cluster 1,0,36.49
nmdboelm-1,Cluster 1,0,29.53
ehonlghl-1,Cluster 2,0,20.59
nmdinnem-1,Cluster 2,0,94.15
ehopjmjk-1,Cluster 2,0,37.66
nmdlmadn-1,Cluster 1,0,83.36
ehomolnl-1,Cluster 2,0,88.01
nkklmlhc-1,Cluster 2,1,105.26
nmcoenfj-1,Cluster 2,0,62.09
ehphhjkp-1,Cluster 2,0,50.03
ehnjpiag-1,Cluster 2,0,14.18
ehnbicpa-1,Cluster 2,0,15.40
nkpjncgh-1,Cluster 2,1,66.52
nlgoikna-1,Cluster 2,2,58.70
nkpjkmgd-1,Cluster 1,0,109.46
nlgmkeeh-1,Cluster 1,2,155.79
ehomjeil-1,Cluster 2,0,33.64
ehnablao-1,Cluster 2,0,44.12
nlgphmjg-1,Cluster 1,0,76.77
nkpioppj-1,Cluster 1,0,43.94
nkpibhoe-1,Cluster 1,0,61.01
nkkkfmeo-1,Cluster 2,0,18.11
nkpnilfp-1,Cluster 2,1,99.30
nlgnojbl-1,Cluster 1,0,61.86
nmdagcld-1,Cluster 1,0,53.42
nklhcban-1,Cluster 2,0,85.66
